,region,subregion,district,estate,building,first_op_date,floor_level,bedroom,sitting_room,floor,flat,area,net_area,price,tx_date,last_tx_date,last_price,gain,lat,lon
120,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Man Yuen Garden,Man Yuen Garden,1971-01-12,H,,,10,,2000,1669,36500000,2020-06-09,2007-11-09,17500000.0,108.57000000000001,22.27442,114.1685226
121,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,South Garden Mansion,South Garden Mansion,1960-05-22,L,,,2,,0,1348,32000000,2020-06-08,,0.0,0.0,22.275807999999998,114.160559
122,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Bowen Place,Bowen Place,1989-02-15,H,,,17,A,1945,1445,50000000,2020-06-08,2007-03-06,20500000.0,143.9,22.273822,114.164488
123,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Hoover Court,Hoover Court,1980-05-29,M,,,13,,2654,2320,60180000,2020-06-08,2010-04-09,28000000.0,114.93,22.2760415,114.156539
124,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Wing Way Court,Wing Way Court,1989-12-29,H,,,24,,1860,1478,28500000,2020-06-08,2016-08-05,20700000.0,37.68,22.273773,114.171974
125,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,St. Louis Mansion,St. Louis Mansion,1993-05-20,M,0,,10,A,0,314,7500000,2020-06-03,2009-07-28,3950000.0,89.87,22.275555999999998,114.156828
126,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Royal Court,Royal Court,1995-07-21,H,,,33,D,0,636,16180000,2020-06-03,2014-08-27,11800000.0,37.12,22.275067999999997,114.16818
127,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Tregunter,Tower 3,1993-11-11,M,3,,37,A,0,1602,43580000,2020-06-03,2011-03-03,30000000.0,45.27,22.274673,114.152627
128,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,May Tower,Block 1,1974-07-04,H,,,16,2,0,2218,86000000,2020-06-02,2004-02-09,17560000.0,389.75,22.273471,114.153996
129,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Robinson Garden Apartment,3F-3G Robinson Road,1962-03-13,M,,,6,,0,1587,30800000,2020-06-01,2006-09-21,14100000.0,118.44,22.278574,114.15263
130,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Birchwood Place,Birchwood Place,1989-08-31,M,,,16,B,2018,1596,47500000,2020-06-01,2009-12-03,28100000.0,69.04,22.27514,114.160966
131,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Greenland Court,Greenland Court,1976-03-31,M,,,8,A,1300,1083,23880000,2020-05-27,2005-04-28,8600000.0,177.67000000000002,22.2750345,114.1591356
132,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Kam Fai Mansion,Kam Fai Mansion,1962-07-17,M,,,4,E,0,622,6500000,2020-05-26,2014-04-15,9100000.0,-28.57,22.274714,114.16009
133,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,8 Kennedy Terrace,8 Kennedy Terrace,2016-06-15,H,,,24,A,0,1809,94000000,2020-05-18,,0.0,0.0,22.275965,114.1577
134,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,8 Kennedy Terrace,8 Kennedy Terrace,2016-06-15,H,,,20,A,0,2890,130000000,2020-05-18,,0.0,0.0,22.275965,114.1577
135,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,8 Kennedy Terrace,8 Kennedy Terrace,2016-06-15,L,,,9,A,0,5656,126000000,2020-05-18,,0.0,0.0,22.275965,114.1577
136,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Convention Plaza,Apartment Tower ( Apar ),1990-03-07,H,,,41,7,0,574,12800000,2020-05-08,2005-10-28,5800000.0,120.69,22.280714,114.17205
137,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Grand House,Grand House,1957-05-09,L,,,3,,0,2087,46380000,2020-05-08,,0.0,0.0,22.274898999999998,114.161854
138,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Century Tower,Block 2,1992-04-24,L,,,4,,0,2786,91600000,2020-04-28,2014-12-16,81000000.0,13.09,22.273218,114.15545
139,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Vincent Mansion,High Block,1989-01-30,,2,,24,A,0,307,6150000,2020-04-23,2008-02-21,2630000.0,133.84,22.276076999999997,114.16787
140,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,St. Louis Mansion,St. Louis Mansion,1993-05-20,H,0,,20,A,0,314,7630000,2020-04-13,2011-02-10,5130000.0,48.730000000000004,22.275555999999998,114.156828
141,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Po Garden,Po Garden,1990-10-11,H,,,23,A,2596,1943,62000000,2020-04-06,,0.0,0.0,22.2742,114.155754
142,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Clovelly Court,Block 2,1994-03-10,M,3,,16,B,1881,1562,51500000,2020-04-01,2006-10-05,17000000.0,202.94,22.274317999999997,114.153082
143,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Vincent Mansion,High Block,1989-01-30,L,2,,3,D,0,353,6080000,2020-03-30,2009-12-22,2750000.0,121.09,22.276076999999997,114.16787
144,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Bowen Place,Bowen Place,1989-02-15,H,,,21,A,2642,1686,68000000,2020-03-26,,0.0,0.0,22.273822,114.164488
145,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Vincent Mansion,High Block,1989-01-30,M,2,,16,A,0,357,6380000,2020-03-23,2010-07-18,3900000.0,63.59,22.276076999999997,114.16787
146,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Po Garden,Po Garden,1990-10-11,M,,,14,C,2586,1942,57500000,2020-03-19,2017-03-02,44800000.0,28.35,22.2742,114.155754
147,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Morning Light Apartments,Morning Light Apartments,1954-08-16,,,,4,,0,1370,25500000,2020-03-18,,0.0,0.0,22.275059,114.157591
148,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Robinson Garden Apartment,3B-3C Robinson Road,1959-12-24,L,,,4,,0,1587,25000000,2020-03-17,,0.0,0.0,22.278574,114.15263
149,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,The Albany,The Albany,1989-04-05,H,,,28,A1,2412,1948,38000000,2020-03-11,2019-10-20,99800000.0,-61.92,22.277768,114.154861
150,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Macdonnell House,Macdonnell House,1982-12-28,,,,21,A,2519,2302,61800000,2020-03-11,2008-06-05,32800000.0,88.41,22.275724999999998,114.155706
151,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,St. Louis Mansion,St. Louis Mansion,1993-05-20,H,0,,19,D,0,306,7280000,2020-03-05,1997-07-11,5120000.0,42.19,22.275555999999998,114.156828
152,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Dynasty Court,Block 4,1991-09-25,M,3,,27,A,1970,1522,59780000,2020-03-04,2000-04-05,19100000.0,212.98000000000002,22.275343,114.1529
153,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,The Mayfair,The Mayfair,1997-08-14,,,,32,B,2838,2144,50700000,2020-02-28,1998-12-14,35191200.0,44.07,22.273595999999998,114.15698
154,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Bowen Mansion,Bowen Mansion,1957-10-14,,,,2,4,0,3273,73500000,2020-02-27,,0.0,0.0,22.274117999999998,114.16120000000001
155,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,St. Louis Mansion,St. Louis Mansion,1993-05-20,L,1,,3,E,0,452,9680000,2020-02-26,1996-01-30,3980000.0,143.22,22.275555999999998,114.156828
156,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Estoril Court,Block 2,1983-08-26,L,3,,6,C,3347,2888,68500000,2020-02-17,1996-08-15,18500000.0,270.27,22.275277,114.156027
157,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Royal Court,Royal Court,1995-07-21,M,,,23,F,0,482,14080000,2020-02-14,2007-05-11,5250000.0,168.19,22.275067999999997,114.16818
158,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Convention Plaza,Apartment Tower ( Apar ),1990-03-07,L,,,16,6,0,560,10800000,2020-02-13,2007-12-27,6200000.0,74.19,22.280714,114.17205
159,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Estoril Court,Block 2,1983-08-26,L,3,,6,D,3347,2888,65000000,2020-02-12,,0.0,0.0,22.275277,114.156027
160,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Wing Way Court,Wing Way Court,1989-12-28,L,,,13,,1860,1478,25000000,2020-02-03,2016-06-06,21200000.0,17.92,22.273773,114.171974
161,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Royal Court,Royal Court,1989-09-12,L,,,6,A,0,1107,21800000,2020-02-02,2010-12-30,19500000.0,11.790000000000001,22.276619999999998,114.158394
162,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Monmouth Place,Monmouth Place,1994-11-21,L,,,5,B,1072,689,15500000,2020-01-24,2008-02-18,7468000.0,107.55,22.275344999999998,114.16769
163,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Fairlane Tower,Fairlane Tower,1998-10-15,L,,,13,A,0,1282,42000000,2020-01-22,2011-06-29,33500000.0,25.37,22.274200999999998,114.1605
164,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,No.1 Star Street,No.1 Star Street,2001-02-09,H,1,,38,B,410,295,7100000,2020-01-20,2011-10-18,6200000.0,14.52,22.275868,114.168523
165,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Vincent Mansion,High Block,1989-01-30,M,2,,14,D,0,353,6000000,2020-01-16,2006-08-29,1780000.0,237.08,22.276076999999997,114.16787
166,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Donnell Court,Donnell Court,1956-07-13,H,,,7,,0,2728,47500000,2020-01-16,,0.0,0.0,22.275131,114.158683
167,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Fortune Court,Fortune Court,1985-10-24,M,,,5,B,0,615,11700000,2020-01-09,2014-09-04,9180000.0,27.45,22.273623999999998,114.173485
168,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,2 Tramway Path,2 Tramway Path,1953-07-19,,,,3,,0,1051,12200000,2020-01-07,,0.0,0.0,22.276697,114.15828
169,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Dragon View,Dragon View,1964-09-10,H,,,15,B,0,2351,44000000,2020-01-07,,0.0,0.0,22.3436449,114.1759928
170,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,No.1 Star Street,No.1 Star Street,2001-02-09,L,2,,7,C,698,518,9380000,2020-01-07,2000-03-14,2965000.0,216.36,22.275868,114.168523
171,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Hillsborough Court,Block 3,1993-08-12,L,2,,6,A,841,657,16700000,2020-01-02,2004-02-13,5500000.0,203.64000000000001,22.2755279,114.152324
172,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Fujiya Mansion,Fujiya Mansion,1965-01-26,L,,,2,,0,1367,23300000,2019-12-31,,0.0,0.0,22.274203,114.171477
173,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Tregunter,Tower 1,1981-06-10,M,3,,12,B,0,2330,51000000,2019-12-27,2007-03-20,23800000.0,114.29,22.273999,114.15217200000001
174,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,St. Louis Mansion,St. Louis Mansion,1993-05-21,L,0,,1,D,0,306,6500000,2019-12-17,2013-05-16,5750000.0,13.040000000000001,22.275555999999998,114.156828
175,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Hillsborough Court,Block 2,1993-08-12,H,2,,30,B,783,652,12600000,2019-12-17,2009-08-14,8900000.0,41.57,22.275344,114.152366
176,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Tregunter,Tower 3,1993-11-11,L,3,,10,C,0,2361,60000000,2019-12-11,2016-02-25,46500000.0,29.03,22.274673,114.152627
177,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Hoover Court,Hoover Court,1980-05-29,H,,,20,,2654,2320,55000000,2019-12-09,,0.0,0.0,22.2760415,114.156539
178,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Camelot Heights,Camelot Heights,1979-08-30,L,3,,1,A,0,1198,25600000,2019-12-06,2015-01-05,19000000.0,34.74,22.274174,114.170922
179,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Royal Court,Royal Court,1995-07-21,H,,,32,B,0,702,20500000,2019-12-05,2002-10-16,5050000.0,305.94,22.275067999999997,114.16818
180,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Tavistock,Block 2 ( T2 ),1999-05-04,M,,,30,A,0,1520,69000000,2019-12-03,2006-08-14,30000000.0,130.0,22.273272,114.15288
181,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Dynasty Court,Block 4,1991-09-25,L,3,,9,A,1970,1522,55250000,2019-12-02,2016-10-27,42300000.0,30.61,22.275343,114.1529
182,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Vincent Mansion,High Block,1989-01-30,M,0,,11,B,0,251,5000000,2019-11-27,2010-08-31,2850000.0,75.44,22.276076999999997,114.16787
183,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Wing Hong Mansion,Wing Hong Mansion,1974-05-16,H,,,14,A,0,1353,30288333,2019-11-27,,0.0,0.0,22.2750854,114.1593765
184,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Phoenix Court,Block 3,1977-09-12,L,,,2,D,0,890,13080000,2019-11-22,2012-08-15,11000000.0,18.91,22.274008,114.17264
185,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Wing Hong Mansion,Wing Hong Mansion,1974-05-16,H,,,13,A,0,1353,29990833,2019-11-22,,0.0,0.0,22.2750854,114.1593765
186,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Hong Lok Mansion,44E Macdonnell Road,1956-05-03,,,,5,,0,1000,17085000,2019-11-22,,0.0,0.0,22.274843,114.157779
187,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Dragon View,Dragon View,1964-09-10,M,,,10,A,0,2351,59000000,2019-11-21,,0.0,0.0,22.3436449,114.1759928
188,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Po Garden,Po Garden,1990-10-10,M,,,16,B,2567,1940,52500000,2019-11-18,2004-12-20,21000000.0,150.0,22.2742,114.155754
189,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Nos.2 And 3 Garden Terrace,8A Garden Terrace ( Block 2 ),1983-09-25,L,,,3,B,0,2580,86500000,2019-11-12,2001-10-03,15500000.0,458.06,22.276024,114.15433
190,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Robinson Garden Apartment,3B-3C Robinson Road,1959-12-24,M,,,6,,0,1587,25500000,2019-11-12,,0.0,0.0,22.278574,114.15263
191,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,No.1 Star Street,No.1 Star Street,2001-02-09,L,2,,5,D,711,511,10500000,2019-10-28,2000-04-11,3055000.0,243.70000000000002,22.275868,114.168523
192,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Chenyu Court,Chenyu Court,1965-11-29,H,,,9,B,0,1133,25000000,2019-10-28,,0.0,0.0,22.276072,114.15841
193,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Catalina Mansions,Catalina Mansions,1957-01-16,,,,G,,2000,1697,30300000,2019-10-25,,0.0,0.0,22.274707,114.161245
194,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Royal Court,Royal Court,1995-07-21,M,,,21,D,0,636,16000000,2019-10-21,2017-07-27,12600000.0,26.98,22.275067999999997,114.16818
195,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,St. Louis Mansion,St. Louis Mansion,1993-05-20,M,0,,18,D,0,306,7250000,2019-10-17,,0.0,0.0,22.275555999999998,114.156828
196,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Convention Plaza,Apartment Tower ( Apar ),1990-03-07,M,,,28,13,0,409,9500000,2019-10-16,2011-06-09,7298000.0,30.17,22.280714,114.17205
197,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Convention Plaza,Apartment Tower ( Apar ),1990-03-07,L,,,16,9,0,618,12450000,2019-10-14,1998-11-11,4500000.0,176.67000000000002,22.280714,114.17205
198,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Royal Court,Royal Court,1995-07-21,M,,,20,E,0,702,18500000,2019-10-11,2016-05-12,14100000.0,31.21,22.275067999999997,114.16818
199,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Starcrest,Block 1,1999-11-08,H,3,,32,F,1130,901,35000000,2019-10-10,2016-10-17,33000000.0,6.0600000000000005,22.276526,114.167354
200,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Hillsborough Court,Block 2,1993-08-12,L,2,,2,D,821,646,15500000,2019-10-10,,0.0,0.0,22.275344,114.152366
201,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Manrich Court,Manrich Court,1990-08-29,M,,,13,F,566,419,8250000,2019-10-09,2005-10-06,2380000.0,246.64000000000001,22.275772,114.16891
202,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Grosvenor House,Grosvenor House,1958-04-14,L,,,2,403,0,1347,22000000,2019-10-04,2001-06-14,6550000.0,235.88,22.275201,114.1618056
203,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Estoril Court,Block 1,1983-08-26,L,3,,6,A,3347,2888,79000000,2019-09-30,2005-04-16,24083000.0,228.03,22.275494,114.155385
204,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,No.5 Star Street,5 Star Street,2010-08-30,L,,,12,,676,408,11000000,2019-09-25,2010-02-23,11756000.0,-6.43,22.276194,114.16807
205,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,5J Bowen Road,5J Bowen Road,1956-12-20,,,,G,,0,948,17500000,2019-09-23,,0.0,0.0,22.274753999999998,114.15790000000001
206,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,The Albany,The Albany,1989-04-05,H,,,29,A2,2412,1948,83380000,2019-09-16,2011-12-05,83800000.0,-0.5,22.277768,114.154861
207,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Phoenix Court,Block 2,1977-09-12,L,,,2,A,0,1119,16200000,2019-09-12,1996-10-18,4500000.0,260.0,22.274075999999997,114.17242
208,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Best View Court,Block C,1959-05-10,L,,,1,,0,1250,21800000,2019-09-04,,0.0,0.0,22.274964999999998,114.16006
209,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,St. Louis Mansion,St. Louis Mansion,1993-05-20,L,0,,6,C,0,306,7250000,2019-08-29,2011-05-31,5850000.0,23.93,22.275555999999998,114.156828
210,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Manrich Court,Manrich Court,1990-08-29,H,,,24,E,686,503,12000000,2019-08-19,,0.0,0.0,22.275772,114.16891
211,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Fortune Court,Fortune Court,1985-10-24,L,,,2,B,0,1183,23800000,2019-08-15,2012-01-04,10500000.0,126.67,22.273623999999998,114.173485
212,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Fortune Court,Fortune Court,1985-10-24,M,,,3,A,0,775,13600000,2019-08-15,,0.0,0.0,22.273623999999998,114.173485
213,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Bowen Place,Bowen Place,1989-02-15,L,,,7,B,1999,1485,51500000,2019-08-08,2003-02-12,9600000.0,436.46000000000004,22.273822,114.164488
214,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Phoenix Court,Block 2,1977-09-12,M,,,10,A,0,1119,16000000,2019-08-08,2003-08-28,2500000.0,540.0,22.274075999999997,114.17242
215,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Kam Fai Mansion,Kam Fai Mansion,1962-07-16,,,,G,E,0,622,13000000,2019-08-06,2017-10-09,8680000.0,49.77,22.274714,114.16009
216,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Park Mansions,Park Mansions,1986-09-05,M,4,,15,A,0,1723,45600000,2019-08-05,2008-02-25,26800000.0,70.15,22.275854,114.15729
217,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Convention Plaza,Apartment Tower ( Apar ),1990-03-07,M,,,31,10,0,990,23000000,2019-08-02,2009-08-18,13300000.0,72.93,22.280714,114.17205
218,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,No.1 Star Street,No.1 Star Street,2001-02-09,H,1,,41,B,410,295,9100000,2019-08-02,2006-08-09,3150000.0,188.89000000000001,22.275868,114.168523
219,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Birchwood Place,Birchwood Place,1989-08-31,M,,,23,B,2018,1596,53000000,2019-07-31,,0.0,0.0,22.27514,114.160966
220,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Robinson Garden Apartment,3F-3G Robinson Road,1962-03-13,L,,,1,,0,1587,18000000,2019-07-31,,0.0,0.0,22.278574,114.15263
221,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Birchwood Place,Birchwood Place,1989-08-31,H,,,27,C,2018,1539,53800000,2019-07-30,2009-03-27,24080000.0,123.42,22.27514,114.160966
222,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Manrich Court,Manrich Court,1990-08-29,L,,,1,B,686,503,12100000,2019-07-29,2010-01-11,5415000.0,123.45,22.275772,114.16891
223,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Royal Court,Royal Court,1995-07-21,L,,,14,F,0,482,12800000,2019-07-25,2010-08-09,6830000.0,87.41,22.275067999999997,114.16818
224,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Hillsborough Court,Block 2,1993-08-12,M,2,,12,A,841,657,17000000,2019-07-23,1996-11-01,7380000.0,130.35,22.275344,114.152366
225,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Dynasty Court,Block 4,1991-09-25,M,3,,20,A,1962,1513,65800000,2019-07-19,2013-10-03,43250000.0,52.14,22.275343,114.1529
226,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,St. Louis Mansion,St. Louis Mansion,1993-05-20,M,0,,11,C,0,306,7650000,2019-07-17,2010-02-28,4280000.0,78.74,22.275555999999998,114.156828
227,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Convention Plaza,Apartment Tower ( Apar ),1990-03-07,M,,,27,1,0,748,22500000,2019-07-16,1998-07-24,7700000.0,192.21,22.280714,114.17205
228,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Suncrest Tower,Suncrest Tower,1986-04-01,M,4,,9,A,2005,1646,35500000,2019-07-07,1998-01-21,13036000.0,172.32,22.275893,114.167642
229,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Monticello,Block F,1969-08-11,H,3,,17,,1261,1075,26680000,2019-07-05,1996-12-07,7230000.0,269.02,22.274523,114.168104
230,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Estella Court,70D Macdonnell Road,1956-08-03,H,,,6,,0,1707,27300000,2019-07-02,,0.0,0.0,22.278793,114.172902
231,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Welsby Court,Welsby Court,1955-04-06,,,,1,103,0,1274,22500000,2019-06-24,,0.0,0.0,22.2752733,114.1604558
232,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Rose Gardens,Rose Gardens,1964-01-17,M,,,7,B,0,2235,83700000,2019-06-19,,0.0,0.0,22.272887,114.159301
233,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Convention Plaza,Apartment Tower ( Apar ),1990-03-07,L,,,14,7,0,560,11000000,2019-06-17,,0.0,0.0,22.280714,114.17205
234,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Tregunter,Tower 3,1993-11-11,L,2,,11,A,0,1547,37500000,2019-06-14,2007-10-03,19500000.0,92.31,22.274673,114.152627
235,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Phoenix Court,Block 1,1977-09-12,M,,,8,B,0,1119,23100000,2019-06-12,2008-01-28,7400000.0,212.16,22.274134,114.17223
236,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Camelot Heights,Camelot Heights,1979-08-30,H,3,,16,B,0,1204,32000000,2019-06-06,2008-02-13,11800000.0,171.19,22.274174,114.170922
237,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Kam Fai Mansion,Kam Fai Mansion,1962-07-17,M,,,3,E,0,622,11300000,2019-06-06,,0.0,0.0,22.274714,114.16009
238,Hong Kong Island,Central And Western,Central Mid-Levels / Admiralty,Grenville House,Block Ij,1971-03-22,L,,,4,J,0,3366,138000000,2019-06-06,,0.0,0.0,22.274202,114.15690000000001
